Country Name;Country Code;Indicator Name;Indicator Code;A1960;A1961;A1962;A1963;A1964;A1965;A1966;A1967;A1968;A1969;A1970;A1971;A1972;A1973;A1974;A1975;A1976;A1977;A1978;A1979;A1980;A1981;A1982;A1983;A1984;A1985;A1986;A1987;A1988;A1989;A1990;A1991;A1992;A1993;A1994;A1995;A1996;A1997;A1998;A1999;A2000;A2001;A2002;A2003;A2004;A2005;A2006;A2007;A2008;A2009;A2010;A2011;A2012;A2013;A2014;A2015;A2016;A2017;A2018;A2019;A2020;A2021;A2022;A2023; 1960-1999 ; 2000-2023 ; SOMME_TOTAL ; TOT_DECES_GARCONS ; TOT_DECES_FILLE ;AGE_MOYEN;TAUX_PAUVRETE;TAUX_ACCES_SOIN_PRENATAUX ;TAUX_ACCOUCHEMTS_ASSITES;TAUX_ALPHABETISATION_FEMME;DEPENSES_SANTE_PAR_HABITANT;TAUX_VACC_NEO_BCG;INDICE_DEV_HUMAIN;TAUX_ACCES_EAU_POTABLE;TAUX_NATALITE
Islande;Nombre de décès néonataux;SH.DTH.NMRT;55;51;52;53;52;51;49;46;43;42;39;39;41;39;34;33;30;26;25;25;24;22;21;20;18;16;15;16;17;16;16;15;14;14;13;12;11;10;10;9;9;8;8;7;7;7;7;7;7;7;7;6;6;6;6;5;5;5;6;6;6;6;6;0;0;1 088;141;1 229;270;959;31;33;17;19;43;14;21;13;77;67
Israël;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1253;1117;1054;1009;961;896;833;840;813;803;785;733;743;715;692;659;588;554;529;522;528;495;492;479;474;458;448;441;415;385;374;371;377;378;384;378;376;367;364;375;371;346;336;343;320;311;308;0;0;18 567;8 226;26 793;5 894;20 899;35;28;54;4;34;213;33;55;84;42
Italie;Nombre de décès néonataux;SH.DTH.NMRT;;21540;21326;21623;22719;22278;21802;20579;19728;18986;18311;18165;17193;15995;14775;13056;11494;10242;9203;8149;7195;6501;6075;5605;5182;4779;4356;4118;4048;3818;3643;3375;3192;2907;2668;2471;2342;2233;2097;1989;1869;1731;1645;1588;1575;1505;1460;1426;1431;1396;1354;1291;1229;1148;1086;1023;964;897;821;757;708;677;641;0;0;407 627;26 353;433 980;91 136;342 844;20;16;62;7;16;211;17;44;67;11
Jamaïque;Nombre de décès néonataux;SH.DTH.NMRT;2333;2179;2056;2012;1995;1952;1914;1862;1802;1742;1679;1621;1567;1512;1463;1424;1379;1381;1374;1369;1373;1368;1355;1345;1330;1310;1282;1253;1218;1187;1123;1131;1142;1135;1118;1091;1012;996;965;906;814;793;780;774;774;755;758;701;694;684;640;634;621;597;567;565;533;502;482;476;471;469;459;0;0;56 737;13 729;70 466;14 798;55 668;42;47;17;1;28;74;40;80;45;37
Jordanie;Nombre de décès néonataux;SH.DTH.NMRT;1694;1766;1819;1865;1905;1958;2016;2097;2187;2249;2315;2368;2394;2398;2399;2405;2397;2401;2394;2418;2458;2492;2528;2568;2585;2596;2602;2581;2567;2557;2532;2556;2593;2644;2687;2709;2690;2627;2544;2479;2411;2364;2337;2320;2274;2245;2239;2440;2453;2415;2353;2282;2208;2088;2217;2322;2351;2305;2255;2196;2145;2091;2025;0;0;95 757;49 925;145 682;30 593;115 089;43;43;17;15;35;177;28;95;75;38
Japon;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;17337;16988;16629;16129;15667;14571;13220;12018;10819;9785;8739;7866;6939;6322;5813;5326;4828;4293;3983;3669;3322;3118;3047;2935;2813;2797;2604;2526;2392;2295;2174;2145;2031;1947;1827;1707;1562;1498;1435;1375;1279;1194;1115;1066;1030;976;939;889;809;768;716;692;668;644;0;0;233 109;26 167;259 276;62 226;197 050;51;86;69;6;11;154;18;61;20;79
Kazakhstan;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;8750;8707;8691;8684;8706;8673;8805;8791;9094;9270;9386;9506;9579;9599;9602;9512;9325;9015;8748;8554;8305;8015;7689;7024;6554;6247;5916;5719;5495;5448;5539;5629;5663;5720;5641;5441;4940;4356;3786;3274;2811;2497;2206;2023;1861;1866;1898;2046;1992;1890;0;0;236 466;82 022;318 488;66 882;251 606;34;31;42;16;5;138;0;85;89;46
Kenya;Nombre de décès néonataux;SH.DTH.NMRT;20860;21079;21282;21415;21620;22037;22443;22855;23296;23712;24002;24335;24372;24361;24394;24515;24729;24886;25182;25494;25748;26202;26465;26652;27046;27311;27566;27755;27681;27618;27513;27585;27731;28008;28416;29010;29494;29954;30624;30937;31372;31759;31774;31576;31543;31665;31878;32218;32390;32344;32197;32043;32001;31831;31742;31990;31898;31632;31345;30844;30523;30383;30347;0;0;1 036 697;695 923;1 732 620;363 850;1 368 770;29;68;52;1;1;294;23;25;57;74
République kirghize;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3361;3364;3354;3359;3419;3458;3522;3507;3429;3369;3316;3328;3384;3351;3294;3271;2985;2676;2460;2292;2152;2114;2129;2161;2243;2303;2404;2486;2524;2559;2568;2584;2583;2573;2555;2481;2348;2230;2188;2078;1947;1878;1820;0;0;66 651;50 756;117 407;24 655;92 752;30;67;38;8;0;18;11;34;99;39
Cambodge;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16161;16408;16356;16340;16447;16452;16105;16243;16353;16271;16452;16243;15540;14715;13959;13019;12583;11858;11201;10566;9957;9470;9066;8694;8455;8053;7666;7251;6886;6610;6247;5923;5590;5290;4996;4740;4485;4269;4053;3877;0;0;277 505;153 345;430 850;124 947;305 904;32;15;56;17;39;113;40;13;70;25
Kiribati;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;95;93;90;88;86;85;83;81;78;76;73;70;69;69;70;72;74;76;77;78;80;80;80;80;81;82;82;83;83;82;81;80;0;0;952;1 702;2 654;770;1 884;25;72;11;6;2;310;13;99;58;9
Saint-Kitts-et-Nevis;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;29;30;30;28;26;25;23;21;20;19;19;17;16;16;16;16;16;16;16;15;14;13;12;11;11;10;10;9;9;9;9;8;8;8;8;8;8;7;7;7;6;6;6;0;0;488;190;678;197;481;29;2;12;8;19;8;25;4;24;69
 République deCorée;KOR;Nombre de décès néonataux;SH.DTH.NMRT;30912;30850;30372;29619;28665;27664;26514;25431;24045;23708;23140;21980;20801;19796;18782;17579;16580;15882;14863;14821;14580;14324;13145;11419;9707;8270;7265;6458;5844;5393;5049;4846;4504;4070;3704;3368;3033;2744;2452;2195;1988;1702;1459;1320;1181;1040;965;928;846;791;793;792;788;745;718;694;641;569;507;458;424;400;379;0;594 374;20 128;614 502;184 351;430 151;37;75;51;7;32;232;40;74;2;32
Koweït;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;637;600;558;518;233;296;294;308;318;313;298;286;276;272;273;275;278;281;282;293;308;321;330;336;340;342;343;344;314;297;285;279;270;258;216;198;0;0;5 887;6 463;12 350;3 705;8 645;42;38;25;9;38;303;37;8;96;19
Amérique latine et Caraïbes (hors revenu élevé);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262980;254680;246241;239166;231256;222684;212994;203560;194994;186409;176750;166740;156786;147232;139940;133301;127224;122069;117707;114240;111041;107660;104014;100690;98041;95549;94320;90994;89350;86427;83430;80432;77821;0;0;2 431 714;2 445 008;4 876 722;1 463 017;3 413 705;35;29;16;7;20;321;29;2;98;23
République démocratique populaire lao;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8181;8305;8412;8513;8600;8642;8671;8677;8659;8590;8502;8296;8069;7841;7612;7365;7208;6851;6567;6300;6098;5939;5730;5631;5495;5311;5122;4905;4715;4510;4327;4158;4041;3935;3819;3709;3586;3498;3390;3280;0;0;146 994;104 066;251 060;75 318;175 742;27;19;40;10;49;85;5;84;39;80
Liban;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;2836;2844;2828;3510;3513;2840;2815;2809;2745;2661;2574;2467;2373;2308;2221;2138;2006;1868;1742;1617;1504;1403;1333;1251;1179;1114;1049;993;931;864;802;747;706;673;652;644;651;658;664;689;801;862;850;835;821;816;814;831;844;0;0;59 548;17 148;76 696;23 009;53 687;44;16;17;5;24;140;2;70;55;59
Libéria;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;6443;6515;6548;6569;6571;6581;6493;6432;6451;6498;6531;6593;6644;6694;6746;6792;6787;6764;6727;6699;6656;6683;6712;6724;6779;6847;6916;5111;5281;5484;5566;5339;5489;5393;6011;6173;6153;5973;5784;5555;5248;5170;5251;5275;5231;5154;5092;5088;5301;5249;5204;5159;5174;5146;5122;5068;5007;4959;4913;0;0;235 395;115 123;350 518;105 155;245 363;31;40;42;1;6;228;27;96;21;14
Libye;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;3285;3292;3281;3282;3287;3304;3316;3245;3176;3162;3146;3131;3102;3044;2965;2867;2752;2637;2516;2399;2264;2135;2024;1933;1845;1766;1694;1633;1730;1736;1735;1725;1701;1644;1551;1459;1377;1349;1336;1037;1002;982;929;879;831;787;749;715;680;645;0;0;76 483;26 579;103 062;30 919;72 143;36;22;31;17;33;143;22;29;5;64
Sainte-Lucie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;76;72;69;68;69;71;71;71;70;68;65;63;61;58;55;53;50;48;45;43;41;40;38;37;36;36;35;34;33;32;31;30;29;29;28;28;27;27;27;27;27;27;27;26;26;25;24;24;23;23;0;0;1 543;600;2 143;643;1 500;29;36;55;3;47;65;8;93;74;61
Amérique latine et Caraïbes;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275910;267842;259591;252314;243871;234624;224344;214475;205679;196936;186974;176541;166283;156657;149480;142914;136750;131444;126960;123454;120384;117257;113805;110464;107666;107016;105852;102258;100087;96409;92813;89489;86568;0;0;2 562 560;2 660 551;5 223 111;1 566 933;3 656 178;46;49;74;7;8;300;21;34;1;69
Pays les moins avancés: classement de l’ONU;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1151279;1138152;1129757;1131688;1132406;1127456;1121437;1116110;1103536;1094079;1082136;1066551;1052160;1040261;1026591;1010993;1000208;988716;972515;960506;949091;937531;928407;920819;914752;909155;902925;895760;890746;886369;880050;874161;865465;0;0;12 328 036;20 873 732;33 201 768;12 948 690;20 253 078;17;32;8;15;36;345;1;12;29;6
Faible revenu;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644287;646758;651395;663279;670297;685038;688949;689997;687970;688531;686377;681446;677757;670487;668600;665774;666365;665875;660386;658888;656558;653413;650981;646869;644077;642246;639544;637990;637478;637967;637152;636024;632741;0;0;7 402 878;14 368 618;21 771 496;8 490 883;13 280 613;10;1;35;12;41;160;19;29;37;50
Liechtenstein;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;100;11;37;18;45;303;17;99;50;72
Sri Lanka;Nombre de décès néonataux;SH.DTH.NMRT;14496;14213;14115;14134;14072;13837;13526;13441;13010;12577;12214;11760;11453;11068;10485;10194;10007;9870;10113;10318;9840;8863;7384;6534;6288;6232;6033;5773;5402;5164;4814;4613;4513;4399;4364;4323;4188;3975;3692;3518;3372;3255;3076;2873;2751;2541;2559;2555;2490;2434;2289;2264;2221;2109;1914;1726;1582;1473;1377;1298;1226;1166;1107;0;0;343 691;46 286;389 977;152 091;237 886;130;52;60;20;40;119;16;2;17;38
 tranche inférieureRevenu intermédiaire;LMC;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3067128;3033403;2992039;2937728;2898371;2849489;2796527;2745477;2692370;2639750;2596548;2553320;2487590;2413861;2345782;2274527;2210700;2165738;2120722;2078365;2030513;1980651;1930524;1881487;1815077;1768829;1725254;1671461;1629377;1570030;1515749;1473414;1433783;0;28 652 282;45 673 302;74 325 584;23 784 187;50 541 397;90;70;17;5;41;190;29;83;48;8
Revenu faible et intermédiaire;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5088823;4882310;4767080;4670374;4586752;4501365;4395133;4290886;4184385;4087654;4019526;3912224;3795642;3672465;3571909;3466756;3375865;3305845;3233677;3166079;3091240;3018352;2954984;2875198;2790948;2718497;2661032;2590218;2523978;2450208;2375935;2318523;2266710;0;0;49 474 288;66 136 285;115 610 573;71 678 555;43 932 018;52;86;52;6;6;191;5;27;31;47
Lesotho;Nombre de décès néonataux;SH.DTH.NMRT;2109;2168;2233;2300;2362;2437;2497;2544;2571;2593;2611;2644;2661;2674;2704;2730;2732;2702;2631;2564;2502;2453;2421;2410;2409;2408;2439;2496;2509;2506;2495;2502;2492;2457;2422;2412;2405;2380;2304;2240;2201;2206;2214;2204;2144;2115;2132;2193;2193;2179;2170;2236;2256;2292;2282;2281;2300;2286;2258;2224;2178;2144;2100;0;0;99 221;48 587;147 808;91 641;56 167;42;36;68;11;19;196;16;60;73;34
de dividende tardif démographique;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1150239;976862;902994;850068;801205;761307;708096;659674;615768;578567;564167;511895;473993;431305;404343;375774;349943;328080;309408;290357;269408;251868;246301;225541;214785;195071;187311;174502;153159;140927;124920;114311;108738;0;0;8 568 947;5 881 940;14 450 887;6 069 373;8 381 514;32;78;89;3;38;144;24;14;85;59
Lituanie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;404;419;438;438;404;373;393;465;545;597;532;420;331;261;221;197;182;163;143;134;134;132;129;122;113;106;99;90;85;80;75;74;74;70;64;61;58;55;54;53;0;0;7 164;2 005;9 169;3 851;5 318;35;15;27;5;50;138;26;22;74;17
Luxembourg;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;80;72;65;59;55;52;45;39;37;36;33;32;30;29;27;26;24;22;22;21;21;20;21;21;21;20;19;18;17;16;16;15;14;13;13;12;11;10;10;9;9;8;8;8;9;8;9;9;9;9;10;10;10;10;11;11;11;0;0;1 071;211;1 282;538;744;42;21;9;20;38;105;7;54;30;80
Lettonie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;278;291;288;277;282;280;283;293;321;337;347;324;301;263;225;193;168;158;149;134;126;123;115;116;118;118;114;98;84;74;71;67;64;60;56;51;45;40;35;31;27;0;0;5 331;1 767;7 098;2 981;4 117;52;22;12;20;40;156;13;87;17;63
 ChineRégion administrative spéciale de Macao;MAC;Nombre de décès néonataux;SH.DTH.NMRT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;38;41;51;7;35;5;9;28;3;18
Saint-Martin (fr);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;40;5;51;14;40;303;22;79;6;48
Maroc;Nombre de décès néonataux;SH.DTH.NMRT;41094;41206;41532;40928;40665;40406;40172;39793;39275;38947;39077;39222;39381;39322;39146;39259;39006;38639;38235;37925;37801;37652;37162;35962;34572;33263;32027;30481;28902;27468;26720;26417;25598;24368;23400;22479;21746;21034;20228;19227;18584;17909;17431;16951;16467;15995;15582;15098;14467;13943;13335;12814;12134;11523;10768;10166;9359;8917;8396;7928;7494;7149;6792;0;0;1 337 227;270 618;1 607 845;514 510;1 093 335;32;74;25;17;14;26;24;48;54;46
Monaco;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;11;20;31;10;21;34;28;89;17;13;218;29;81;16;32
Moldova;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012;2029;1955;1937;1885;1710;1524;1446;1395;1409;1412;1405;1351;1310;1352;1259;1139;1023;915;817;769;747;705;685;677;684;693;670;630;599;568;590;574;548;498;471;441;416;405;388;0;0;27 553;13 490;41 043;13 134;27 909;28;34;71;11;23;307;37;4;86;9
Madagascar;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;10928;11487;11895;12274;12668;13119;13636;14208;14776;15318;15784;16220;16784;17289;17816;18327;18674;19195;19574;19915;20300;20554;20829;21126;21391;21577;21560;21435;21103;20779;20344;20127;19872;19771;19694;19693;19700;19676;19633;19682;19568;19340;19214;19275;19311;19565;20020;20373;20701;21021;21307;21513;21710;0;0;540 885;440 766;981 651;314 128;667 523;10;34;26;19;12;158;36;3;84;76
Maldives;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;349;329;308;284;258;231;203;177;152;130;112;96;85;77;70;66;65;64;62;58;54;50;46;44;43;42;40;38;35;32;29;27;0;0;2 790;1 235;4 025;1 288;2 737;38;9;74;17;15;42;1;49;41;52
Afrique du Nord et Moyen-Orient;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241614;235075;228439;219500;209057;199435;190225;184020;179245;175152;171393;167809;164151;161577;159040;156667;154758;152950;150686;148906;148280;147436;146420;144489;141494;137085;130444;126562;122626;117831;114027;110065;106190;0;0;2 233 155;3 109 493;5 342 648;1 175 383;4 167 265;50;85;73;7;36;106;16;47;21;76
Mexique;Nombre de décès néonataux;SH.DTH.NMRT;90162;89481;89620;90582;92482;94736;97006;98736;99909;99647;98229;96289;94413;92339;89407;85897;82917;79719;77558;74553;72039;70164;68135;66234;64877;63596;61866;59304;56852;55242;53561;52312;51028;49481;47682;45331;42827;40230;37827;35852;33527;31135;28721;26370;24231;22527;21427;20962;20806;20638;20346;20026;19577;19123;18470;17874;17714;17797;17695;16896;16411;15232;14572;0;0;2 851 487;448 550;3 300 037;726 008;2 574 029;30;34;8;9;6;114;40;29;94;51
Îles Marshall;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;35;34;34;33;33;34;34;35;36;36;36;36;36;36;35;34;33;32;31;29;27;26;24;22;20;18;17;15;14;13;11;10;0;0;380;555;935;206;729;52;83;69;14;36;209;19;85;5;74
Revenu intermédiaire;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4444536;4235552;4115685;4007095;3916455;3816327;3706184;3600889;3496415;3399123;3333149;3230778;3117885;3001978;2903309;2800982;2709500;2639970;2573291;2507191;2434682;2364939;2304003;2228329;2146871;2076251;2021488;1952228;1886500;1812241;1738783;1682499;1633969;0;0;42 071 410;51 767 667;93 839 077;11 260 689;82 578 388;52;12;36;3;18;217;31;8;6;24
Macédoine du Nord;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;832;819;788;745;692;645;598;550;483;438;423;372;331;291;273;242;247;227;234;230;209;204;201;193;181;172;165;155;164;174;190;192;180;150;120;90;69;54;44;0;0;9 618;3 598;13 216;1 586;11 630;52;23;13;18;1;54;40;69;14;69
Mali;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;28749;28986;29307;29695;29936;30257;30671;30907;31182;31374;31568;31685;31728;31670;31524;31016;30399;29606;28965;28693;28583;28733;28664;28674;28394;27949;27996;27725;27544;27426;26887;26636;26600;26625;26971;26956;26980;26985;27083;27333;27629;27754;27981;28231;28551;28814;28997;29241;29129;29305;29551;29688;29916;30072;30132;30235;30432;30467;0;0;1 050 281;634 506;1 684 787;202 174;1 482 613;52;71;14;13;5;223;22;76;73;44
Malte;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;101;93;92;88;87;81;78;72;70;65;59;63;59;54;51;48;46;46;44;41;39;38;35;31;29;30;29;26;24;23;20;19;19;18;18;17;17;18;18;18;19;19;19;19;19;20;19;19;18;18;18;18;0;0;1 642;407;2 049;246;1 803;52;53;26;19;9;296;20;26;14;32
Myanmar;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53112;52140;50835;49478;47835;46245;44918;43379;41959;40617;39552;38944;38247;36568;34819;33275;32009;30966;30187;28525;27389;26470;25508;24809;24156;23764;23212;22570;21860;21215;20493;19857;19203;0;0;510 070;604 046;1 114 116;122 553;991 563;52;78;71;11;42;317;25;50;11;23
Afrique du Nord et Moyen-Orient (hors revenu élevé);Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226447;220883;214943;206790;197202;188351;179775;174166;169874;166232;162860;159753;156584;154489;152413;150434;148624;146848;144712;143085;142608;141948;141120;139373;136599;132457;126073;122388;118629;113988;110321;106694;103021;0;0;2 107 523;2 992 161;5 099 684;509 968;4 589 716;52;53;26;8;39;133;10;48;87;68
Monténégro;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;100;96;91;88;87;84;82;81;81;83;74;70;70;62;56;53;50;48;45;35;29;27;23;20;17;15;13;11;10;8;8;7;0;0;977;751;1 728;173;1 555;52;5;24;0;20;284;26;66;90;64
Mongolie;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2238;2243;2210;2181;2099;1961;1821;1733;1654;1552;1436;1338;1262;1185;1101;1017;930;871;832;833;825;807;775;717;707;724;748;756;745;711;667;646;626;599;563;522;0;0;24 913;16 722;41 635;4 164;37 472;52;70;70;8;42;11;39;9;23;79
Mariannes;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; -   ; -   ; -   ; -   ; -   ;52;30;8;9;19;276;12;19;28;44
Mozambique;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36864;37375;38062;38786;39336;39796;40124;39285;38987;38763;38632;38439;38301;38637;39577;39428;39287;38340;37301;36197;35021;33965;33249;32270;31546;30944;30612;30991;31329;31606;31590;31590;31578;30921;30866;30910;30956;30979;30921;30845;30702;30589;0;0;771 517;693 980;1 465 497;219 825;1 245 672;52;18;75;1;26;238;35;26;5;73
Mauritanie;Nombre de décès néonataux;SH.DTH.NMRT;2275;2345;2404;2471;2540;2618;2687;2739;2777;2825;2883;2955;3047;3143;3236;3327;3409;3474;3524;3560;3639;3730;3776;3802;3795;3756;3693;3644;3613;3625;3617;3676;3759;3999;4084;4185;4128;4080;4043;4018;3953;3891;3777;3686;3634;3594;3569;3536;3544;3530;3540;3580;3599;3596;3599;3591;3575;3549;3535;3504;3474;3457;3438;0;0;136 579;78 798;215 377;32 307;183 070;52;46;90;0;9;146;26;39;9;53
Maurice;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;670;666;659;640;607;569;554;533;509;484;461;442;414;384;354;331;322;340;348;340;330;316;323;322;323;321;330;320;291;285;254;226;213;201;199;195;183;175;163;150;143;142;142;130;127;121;123;128;130;132;135;133;126;0;0;13 042;3 417;16 459;2 469;13 990;52;26;45;20;8;211;20;67;57;59
Malawi;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;17388;17493;17619;17671;17718;17785;17890;18051;18204;18441;18831;19069;19425;19790;20235;20799;21287;21681;22373;22761;23066;23135;23100;23043;22343;21237;21080;21070;20977;20628;19914;19230;18514;17872;17298;17007;16821;16724;16579;16426;16085;15628;15059;14570;14070;13606;13219;13042;12867;12762;12638;12508;12413;0;0;624 104;334 938;959 042;143 856;815 186;52;63;75;13;15;252;3;46;44;5
Malaisie;Nombre de décès néonataux;SH.DTH.NMRT;7109;6898;6690;6485;6260;6044;5853;5676;5615;5597;5590;5573;5563;5643;5614;5563;5507;5459;5297;5126;4974;4847;4713;4576;4440;4280;4146;3991;3872;3730;3688;3661;3621;3572;3523;3463;3405;3308;3138;2924;2661;2384;2174;2072;1981;1935;1932;1957;2045;2091;2081;2121;2120;2139;2181;2200;2199;2207;2209;2202;2222;2232;2223;0;0;190 586;46 907;237 493;35 624;201 869;52;9;31;10;27;58;0;77;90;75
Amérique du Nord;Nombre de décès néonataux;SH.DTH.NMRT;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25617;24523;23581;22553;21682;20950;20573;20205;20036;19772;19978;19995;20098;20254;20043;19883;20154;20148;19543;18673;17940;17663;17621;17383;17251;16879;16444;15944;15600;15288;14562;13927;13059;0;0;239 470;388 352;627 822;119 286;508 536;52;8;53;3;2;183;24;45;72;64
